"","Blood_Young_rep1","Blood_Young_rep2","Blood_Young_rep3","Blood_LTDR_rep2","Blood_LTDR_rep3","Blood_LTAL_rep2","Blood_LTAL_rep3","Blood_STDR_rep1","Blood_STDR_rep2","Blood_STDR_rep3"
"1110005A03Rik",65.5230708541991,64.8336301241463,88.9787040856971,58.8548390412627,83.715029588402,51.6087346524039,61.5456449102263,47.2977294722401,75.3342947971984,77.58262384202
"1110006G14Rik",0,0,0,0,0,0,0,0,1.44873643840766,0
"1110007C09Rik",68.5944648004897,23.8244062504393,23.8723352425041,65.1159921307588,79.5978969856937,118.508946238853,100.190584737578,31.7671317350867,91.2703956196826,53.1816373110621
"1110008E08Rik",1.02379798209686,1.17169211067734,2.1702122947731,1.25223061789921,2.7447550684722,0,0,0,0,0
"1110008F13Rik",59.3802829616179,35.5413273572127,36.170204912885,71.3771452202548,38.4265709586107,63.0773423529382,61.5456449102263,33.8849405174258,68.09061260516,42.5453098488497
"1110008J03Rik",1.02379798209686,3.12451229513958,4.3404245895462,5.00892247159683,2.7447550684722,1.9114346167557,4.29388220303904,5.64749008623763,4.34620931522298,5.0053305704529
"1110008L16Rik",21.4997576240341,16.4036895494828,21.702122947731,21.2879205042865,9.60664273965269,9.55717308377851,5.72517627071873,12.7068526940347,14.4873643840766,18.1443233178918
"1110008P14Rik",21.4997576240341,19.1376378077299,24.5957393407618,21.2879205042865,27.447550684722,40.1401269518697,38.6449398273514,23.2958966057302,42.0133567138222,40.0426445636232
"1110012D08Rik",12.2855757851623,9.76410092231118,7.9574450808347,7.51338370739524,9.60664273965269,0,5.72517627071873,11.2949801724753,11.5898915072613,13.1389927474389
"1110012J17Rik",6.14278789258117,5.46789651649426,6.5106368843193,0,12.3513978081249,0,1.43129406767968,1.41187252155941,0,0.625666321306612
"1110012L19Rik",19.4521616598404,11.7169211067734,15.9148901616694,10.0178449431937,15.0961528765971,15.2914769340456,22.9007050828749,12.7068526940347,24.6285194529302,21.2726549244248
"1110014N23Rik",55.2850910332305,61.3185537921142,70.8936016292546,80.1427595455493,52.1503463009717,63.0773423529382,38.6449398273514,67.0639447740719,55.0519846594911,79.4596228059398
"1110017D15Rik",1.02379798209686,2.34338422135468,2.1702122947731,0,2.7447550684722,0,0,0,0,0.625666321306612
